거래일자,공백,일련번호,거래시각,상품명,거래처명,대표자명,구분,매입단가,판매단가,수량
2023-07-18,272,272,12:41:44,헬로엔요190ml,토성농협하나로마트백촌점,강장우,2,0,1000,84
2023-07-19,273,273,12:44:44,자유시간,근덕농협하나로마트본점,경우준,2,0,500,62
2023-07-19,274,274,12:45:13,로크럭스,삼척농협하나로마트하장점,견효찬,2,0,2500,78
2023-07-19,275,275,12:45:25,입안가득초코칩,삼척농협하나로마트미로점,경동율,2,0,1500,78
2023-07-20,276,276,12:46:49,바나나우유,묵호농협하나로마트본점,강진영,2,0,1000,82
2023-07-20,277,277,12:48:00,요플레딸기100g,거진농협하나로마트본점,강윤채,2,0,700,91
2023-07-22,278,278,12:58:09,에쎄클래식,금강농협하나로마트본점,강윤찬,2,0,2500,75
2023-07-23,279,279,12:58:41,디스(갑),묵호농협하나로마트본점,강진영,2,0,2000,89
2023-07-23,280,280,13:00:32,티피,강릉축협하나로마트성남점,가지민,2,0,700,81
2023-07-23,281,281,13:01:09,에이스(소),강릉축협하나로마트포남점,가진혁,2,0,700,87
2023-07-24,282,282,13:05:54,바나나우유,동해삼척태백축협하나로마트근덕점,경서준,2,0,1000,84
2023-07-25,283,283,13:09:02,에이스(소),삼척농협하나로마트사업소,견재영,2,0,700,58
2023-07-25,284,284,13:09:38,디스플러스(갑),강릉농협하나로편의점,감선우,2,0,2100,63
2023-07-25,285,285,13:12:14,빅썬사과,강릉축협하나로마트성남점,가지민,2,0,500,50
2023-07-26,286,286,13:13:05,부라보(바닐라),동해삼척태백축협하나로마트본점,견준상,2,0,1000,82
2023-07-27,287,287,13:17:38,컨디션파워,토성농협하나로마트백촌점,강장우,1,1393,0,80
2023-07-28,288,288,13:20:12,자유시간,동해삼척태백축협하나로마트천곡점,강진혁,1,327,0,87
2023-07-29,289,289,13:23:29,레종후레시,금강농협하나로마트본점,강윤찬,1,1844,0,83
2023-07-29,290,290,13:38:45,입안가득초코칩,강릉농협하나로마트성산점,강승완,1,983,0,84
2023-07-29,291,291,13:41:22,바밤바,강릉농협하나로마트성산점,강승완,1,274,0,82
2023-08-01,292,292,13:46:28,뉴롤리폴리,강릉축협하나로마트내곡점,갈은규,1,655,0,94
2023-08-02,293,293,13:46:31,에이스,강원양돈농협송정하나로마트,갈원우,1,1311,0,95
2023-08-02,294,294,13:54:01,에쎄클래식,토성농협하나로마트본점,강이찬,1,1844,0,64
2023-08-03,295,295,14:02:55,티피500,삼척농협하나로마트사직점,견동후,1,327,0,62
2023-08-06,296,296,14:11:26,소보로,토성농협하나로마트본점,강이찬,1,655,0,94
2023-08-08,297,297,14:11:27,호두마루,강원양돈농협 대학로하나로마트,갈준아,1,384,0,51
2023-08-08,298,298,14:14:59,티피500,동해삼척태백축협하나로마트천곡점,강진혁,1,327,0,95
2023-08-09,299,299,14:24:41,바밤바,삼척농협하나로마트사업소,견재영,1,274,0,92
2023-08-09,300,300,14:29:18,자유시간,강릉사천농협하나로마트본점,강원일,1,327,0,72
2023-08-10,301,301,14:29:33,초코틴틴,묵호농협하나로마트부곡점,강준후,1,655,0,69
2023-08-11,302,302,14:33:19,에이스(소),묵호농협하나로마트본점,강진영,1,459,0,83
2023-08-11,303,303,14:36:55,순두유230ml,북강릉농협하나로마트연곡점,강연호,1,614,0,76
2023-08-12,304,304,14:50:23,초코틴틴,강릉농협하나로마트사업소,갈재빈,1,655,0,67
2023-08-13,305,305,14:52:47,은단청후레쉬,옥계농협하나로마트본점,강우찬,1,737,0,87
2023-08-14,306,306,14:53:24,빅썬사과,동해삼척태백축협하나로마트천곡점,강진혁,1,213,0,76
2023-08-16,307,307,14:54:05,입안가득초코칩,삼척농협하나로마트미로점,경동율,1,983,0,58
2023-08-17,308,308,14:54:19,땅콩그래,동해농협하나로마트북삼점,강지호,1,655,0,67
2023-08-17,309,309,15:04:55,미사랑,강원양돈농협 본점하나로마트,간채민,1,655,0,56
2023-08-18,310,310,15:05:02,초코픽,삼척농협하나로마트사직점,견동후,1,524,0,87
2023-08-18,311,311,15:05:25,땅콩그래,강릉농협하나로마트 임당점,감도원,1,655,0,59
2023-08-18,312,312,15:14:16,타임리스타임(갑),묵호농협하나로마트부곡점,강준후,1,1696,0,57
2023-08-18,313,313,15:15:49,땅콩그래,토성농협하나로마트아야진점,강이황,1,655,0,88
2023-08-19,314,314,15:16:11,컨디션,삼척농협하나로마트하장점,견효찬,1,1229,0,100
2023-08-20,315,315,15:24:32,신라면큰사발,동해농협하나로마트송정점,강준혁,1,532,0,57
2023-08-21,316,316,15:26:54,에쎄클래식,원덕농협하나로마트본점,개성현,1,1844,0,99
2023-08-21,317,317,15:27:15,바나나우유,근덕농협하나로마트본점,경우준,1,491,0,79
2023-08-22,318,318,15:32:36,부라보(초코),옥계농협하나로마트본점,강우찬,1,549,0,89
2023-08-22,319,319,15:33:36,미니자유시간,강릉원예농협협동조합,가시율,1,1311,0,100
2023-08-22,320,320,15:36:55,디스플러스(갑),삼척농협하나로마트미로점,경동율,1,1549,0,91
2023-08-23,321,321,15:37:49,에이스,동해농협하나로마트사업소,강채민,1,1311,0,85
2023-08-23,322,322,15:40:52,요플레딸기100g,강릉사천농협하나로마트본점,강원일,1,315,0,51
2023-08-23,323,323,15:44:19,레종후레시,강릉농협하나로마트강동점,강원일,1,1844,0,81
2023-08-23,324,324,15:59:11,순두유230ml,강릉원예농협하나로마트초당점,강대원,1,614,0,76
2023-08-24,325,325,16:00:00,타임리스타임(갑),삼척농협하나로마트정라점,견선후,1,1696,0,87
2023-08-24,326,326,16:01:18,오예스브라우니,삼척농협하나로마트하장점,견효찬,1,655,0,73
2023-08-25,327,327,16:01:46,쌍쌍바,거진농협하나로마트현내점,강이준,1,384,0,72
2023-08-25,328,328,16:02:15,인디고,동해삼척태백축협하나로마트본점,견준상,1,1844,0,84
2023-08-25,329,329,16:03:40,레종후레시,동해삼척태백축협하나로마트근덕점,경서준,1,1844,0,70
2023-08-26,330,330,16:04:54,자유시간,원덕농협하나로마트본점,개성현,1,327,0,68
2023-08-28,331,331,16:05:48,빅썬사과,동해삼척태백축협하나로마트제2판매장,견장혁,1,213,0,83
2023-08-28,332,332,16:07:01,디스(갑),삼척농협하나로마트하장점,견효찬,1,1475,0,82
2023-09-01,333,333,16:07:43,햇쌀,강릉사천농협하나로마트본점,강원일,1,1311,0,52
2023-09-02,334,334,16:15:33,햇쌀,동해농협하나로마트천곡점,강현호,1,1311,0,96
2023-09-02,335,335,16:18:59,쌍쌍바,강릉농협하나로마트사업소,갈재빈,1,384,0,59
2023-09-02,336,336,16:19:29,화이트엔젤큐티,삼척농협하나로마트미로점,경동율,2,0,1500,76
2023-09-03,337,337,16:20:13,티피,강원양돈농협 대학로하나로마트,갈준아,2,0,700,87
2023-09-03,338,338,16:20:24,연양갱,고성축협하나로마트거진점,강윤일,2,0,500,100
2023-09-05,339,339,16:22:16,티피500,동해농협하나로마트사업소,강채민,2,0,500,76
2023-09-05,340,340,16:24:50,호두마루,강릉농협하나로편의점,감선우,2,0,700,59
2023-09-05,341,341,16:30:34,디스플러스(갑),강릉축협하나로마트성남점,가지민,2,0,2100,54
2023-09-05,342,342,16:31:08,레종후레시,강릉농협하나로마트사업소,갈재빈,2,0,2500,99
2023-09-07,343,343,16:31:45,초코틴틴,묵호농협하나로마트부곡점,강준후,2,0,1000,85
2023-09-07,344,344,16:33:34,부라보(초코),동해삼척태백축협하나로마트본점,견준상,2,0,1000,99
2023-09-07,345,345,16:33:56,땅콩그래,토성농협하나로마트백촌점,강장우,2,0,1000,95
2023-09-08,346,346,16:35:16,컨디션,동해농협하나로마트천곡점,강현호,2,0,2500,81
2023-09-08,347,347,16:36:13,브라우니,강릉농협하나로마트왕산점,강송빈,2,0,1000,91
2023-09-09,348,348,16:37:10,땅콩그래,거진농협하나로마트현내점,강이준,2,0,1000,51
2023-09-10,349,349,16:42:36,오예스,금강농협하나로마트본점,강윤찬,2,0,3200,58
2023-09-10,350,350,16:46:06,로크럭스,금강농협하나로마트본점,강윤찬,2,0,2500,59
2023-09-10,351,351,16:47:11,초코틴틴,동해삼척태백축협하나로마트천곡점,강진혁,2,0,1000,73
2023-09-10,352,352,16:48:04,오예스브라우니,거진농협하나로마트현내점,강이준,2,0,1000,97
2023-09-11,353,353,16:50:13,뉴롤리폴리,동해농협하나로마트북삼점,강지호,2,0,1000,62
2023-09-11,354,354,16:50:53,오미오미누룽지,삼척농협하나로마트하장점,견효찬,2,0,1000,57
2023-09-11,355,355,16:54:08,인디고,강릉농협하나로편의점,감선우,2,0,2500,89
2023-09-12,356,356,16:54:57,바밤바,강릉축협하나로마트성남점,가지민,2,0,500,64
2023-09-13,357,357,16:55:59,에이스(소),삼척농협하나로마트사직점,견동후,2,0,700,54
2023-09-13,358,358,17:09:22,오예스브라우니,동해삼척태백축협하나로마트천곡점,강진혁,2,0,1000,58
2023-09-14,359,359,17:12:57,인디고,강릉농협하나로마트고단점,강수한,2,0,2500,95
2023-09-15,360,360,17:21:05,초코픽,강릉원예농협하나로마트초당점,강대원,2,0,800,99
2023-09-15,361,361,17:23:02,티피500,강릉농협하나로마트왕산점,강송빈,2,0,500,92
2023-09-16,362,362,17:28:33,오미오미누룽지,강릉축협하나로마트포남점,가진혁,2,0,1000,95
2023-09-16,363,363,17:31:19,디스플러스(갑),강릉원예농협하나로마트초당점,강대원,2,0,2100,80
2023-09-17,364,364,17:32:05,로크럭스,강릉축협하나로마트성남점,가지민,2,0,2500,96
2023-09-17,365,365,17:32:30,빅썬사과,동해삼척태백축협하나로마트천곡점,강진혁,2,0,500,79
2023-09-21,366,366,17:33:40,뉴롤리폴리,삼척농협하나로마트하장점,견효찬,2,0,1000,53
2023-09-21,367,367,17:43:37,미사랑,동해삼척태백축협하나로마트근덕점,경서준,2,0,1000,76
2023-09-21,368,368,17:45:58,컨디션,묵호농협하나로마트부곡점,강준후,2,0,2500,69
2023-09-23,369,369,17:48:07,홈런볼초코(소),옥계농협하나로마트본점,강우찬,2,0,1000,81
2023-09-24,370,370,17:49:03,미사랑,강릉농협하나로마트왕산점,강송빈,2,0,1000,88
2023-09-24,371,371,17:51:22,쌍쌍바,옥계농협하나로마트본점,강우찬,2,0,700,95
2023-09-25,372,372,17:57:17,후렌치파이딸기,강릉농협하나로마트정동점,강시우,2,0,2500,76
2023-09-25,373,373,18:02:34,신라면큰사발,거진농협하나로마트본점,강윤채,2,0,900,55
2023-09-26,374,374,18:03:12,입안가득초코칩,강원양돈농협 대학로하나로마트,갈준아,2,0,1500,86
2023-09-26,375,375,18:05:50,티피,강원양돈농협 본점하나로마트,간채민,2,0,700,69
2023-09-26,376,376,18:08:38,티피,강원양돈농협송정하나로마트,갈원우,2,0,700,76
2023-09-27,377,377,18:11:22,인디고,금강농협하나로마트송암점,강재혁,1,1844,0,98
2023-09-27,378,378,18:20:04,홈런볼초코,강원양돈농협성덕하나로마트,갈성원,1,1967,0,62
2023-09-27,379,379,18:21:24,샤브레,강릉농협하나로마트성산점,강승완,1,786,0,92
2023-09-27,380,380,18:29:43,뉴롤리폴리,동해농협하나로마트북삼점,강지호,1,655,0,66
2023-09-28,381,381,18:33:14,햇쌀,삼척농협하나로마트미로점,경동율,1,1311,0,58
2023-09-28,382,382,18:35:05,자유시간,동해삼척태백축협하나로마트본점,견준상,1,327,0,66
2023-09-28,383,383,18:35:29,빅썬사과,옥계농협하나로마트본점,강우찬,1,213,0,82
2023-10-01,384,384,18:35:31,오예스브라우니,강릉농협하나로마트정동점,강시우,1,655,0,74
2023-10-01,385,385,18:44:18,컨디션파워,고성축협하나로마트거진점,강윤일,1,1393,0,84
2023-10-02,386,386,18:45:09,티피500,강릉농협하나로마트강동점,강원일,1,327,0,72
2023-10-03,387,387,18:49:43,소보로,동해삼척태백축협하나로마트근덕점,경서준,1,655,0,87
2023-10-04,388,388,18:51:55,초코픽,북강릉농협하나로마트연곡점,강연호,1,524,0,54
2023-10-04,389,389,18:56:51,디스(갑),삼척농협하나로마트미로점,경동율,1,1475,0,63
2023-10-04,390,390,18:59:03,미니자유시간,강릉축협하나로마트포남점,가진혁,1,1311,0,99
2023-10-06,391,391,18:59:09,헬로엔요190ml,토성농협하나로마트아야진점,강이황,1,368,0,87
2023-10-07,392,392,19:04:14,바나나우유,강릉축협하나로마트포남점,가진혁,1,491,0,63
2023-10-09,393,393,19:04:42,미니자유시간,삼척농협하나로마트정라점,견선후,1,1311,0,56
2023-10-10,394,394,19:11:03,홈런볼초코(소),강원양돈농협성덕하나로마트,갈성원,1,655,0,53
2023-10-10,395,395,19:11:37,에이스,동해농협하나로마트북삼점,강지호,1,1311,0,90
2023-10-14,396,396,19:13:33,타임리스타임(갑),강릉농협하나로마트강동점,강원일,1,1696,0,80
2023-10-14,397,397,19:14:01,미사랑,동해삼척태백축협하나로마트근덕점,경서준,1,655,0,100
2023-10-15,398,398,19:14:29,에쎄클래식,강릉축협하나로마트포남점,가진혁,1,1844,0,63
2023-10-15,399,399,19:15:25,오예스,강원양돈농협성덕하나로마트,갈성원,1,2098,0,83
2023-10-16,400,400,19:16:07,티피,토성농협하나로마트백촌점,강장우,1,459,0,99
2023-10-16,401,401,19:18:56,샤브레,강릉사천농협하나로마트본점,강원일,1,786,0,82
2023-10-16,402,402,19:22:16,컨디션파워,강원양돈농협 본점하나로마트,간채민,1,1393,0,72
2023-10-17,403,403,19:29:35,쌍쌍바,강릉농협하나로마트 임당점,감도원,1,384,0,72
2023-10-18,404,404,19:31:46,은단청후레쉬,동해삼척태백축협하나로마트제2판매장,견장혁,1,737,0,64
2023-10-18,405,405,19:32:30,오예스브라우니,금강농협하나로마트본점,강윤찬,1,655,0,66
2023-10-18,406,406,19:41:52,타임리스타임(갑),강릉농협하나로마트고단점,강수한,1,1696,0,89
2023-10-19,407,407,19:54:32,미니자유시간,강릉원예농협협동조합,가시율,1,1311,0,58
2023-10-21,408,408,20:02:13,미니자유시간,강릉농협하나로마트구정점,강영찬,1,1311,0,89
2023-10-22,409,409,20:03:16,오미오미누룽지,강원양돈농협주문진하나로마트,가시빈,1,655,0,77
2023-10-22,410,410,20:07:11,소보로,강릉농협하나로마트 임당점,감도원,1,655,0,87
2023-10-22,411,411,20:09:27,초코틴틴,옥계농협하나로마트본점,강우찬,1,655,0,83
2023-10-22,412,412,20:13:03,소보로,강릉농협하나로편의점,감선우,1,655,0,89
2023-10-22,413,413,20:14:01,컨디션파워,강릉농협하나로마트 포남점,갈찬우,1,1393,0,80
2023-10-22,414,414,20:14:19,버터링,강원양돈농협 대학로하나로마트,갈준아,1,655,0,72
2023-10-23,415,415,20:16:14,연양갱,옥계농협하나로마트본점,강우찬,1,327,0,52
2023-10-24,416,416,20:17:44,아카시아후레쉬,강원양돈농협주문진하나로마트,가시빈,1,737,0,76
2023-10-25,417,417,20:20:44,브라우니,금강농협하나로마트본점,강윤찬,1,655,0,87
2023-10-25,418,418,20:22:18,자연애통밀,강릉축협하나로마트성남점,가지민,1,786,0,50
2023-10-26,419,419,20:23:22,신라면큰사발,강원양돈농협성덕하나로마트,갈성원,1,532,0,90
2023-10-28,420,420,20:27:46,에이스(소),강릉원예농협 금학지점,가지민,1,459,0,69
2023-10-28,421,421,20:29:06,디스플러스(갑),고성축협하나로마트거진점,강윤일,1,1549,0,98
2023-10-29,422,422,20:35:47,화이트엔젤큐티,삼척농협하나로마트정라점,견선후,1,983,0,81
2023-11-01,423,423,20:36:05,컨디션,묵호농협하나로마트부곡점,강준후,1,1229,0,85
2023-11-01,424,424,20:39:03,홈런볼초코,강릉사천농협하나로마트본점,강원일,1,1967,0,67
2023-11-02,425,425,20:41:19,오미오미누룽지,동해삼척태백축협하나로마트천곡점,강진혁,2,0,1000,63
2023-11-03,426,426,20:42:30,디스플러스(갑),강릉원예농협협동조합,가시율,2,0,2100,100
2023-11-05,427,427,20:46:42,샤브레,강원양돈농협주문진하나로마트,가시빈,2,0,1200,60
2023-11-06,428,428,20:52:32,컨디션파워,강릉농협하나로편의점,감선우,2,0,4500,61
2023-11-06,429,429,20:54:30,신라면큰사발,강릉농협하나로마트왕산점,강송빈,2,0,900,69
2023-11-07,430,430,20:55:53,미사랑,강원양돈농협성덕하나로마트,갈성원,2,0,1000,89
2023-11-08,431,431,20:57:07,에쎄클래식,강릉농협하나로마트사업소,갈재빈,2,0,2500,84
2023-11-10,432,432,20:57:50,입안가득초코칩,토성농협하나로마트본점,강이찬,2,0,1500,89
2023-11-10,433,433,20:58:05,부라보(바닐라),강원양돈농협성덕하나로마트,갈성원,2,0,1000,69
2023-11-11,434,434,21:01:23,타임리스타임(갑),강원양돈농협 대학로하나로마트,갈준아,2,0,2300,63
2023-11-11,435,435,21:04:18,에쎄클래식,강릉농협하나로마트사업소,갈재빈,2,0,2500,77
2023-11-12,436,436,21:05:27,로크럭스,강릉농협하나로편의점,감선우,2,0,2500,56
2023-11-12,437,437,21:08:23,순두유230ml,강원양돈농협 대학로하나로마트,갈준아,2,0,1300,74
2023-11-12,438,438,21:08:44,레종후레시,강릉농협하나로마트 임당점,감도원,2,0,2500,97
2023-11-13,439,439,21:10:29,디스(갑),강릉농협하나로편의점,감선우,2,0,2000,95
2023-11-13,440,440,21:10:41,타임리스타임(갑),강릉농협하나로마트왕산점,강송빈,2,0,2300,92
2023-11-14,441,441,21:14:20,땅콩그래,강릉농협하나로마트 포남점,갈찬우,2,0,1000,60
2023-11-16,442,442,21:14:33,미사랑,강릉농협하나로마트정동점,강시우,2,0,1000,89
2023-11-16,443,443,21:19:32,레종후레시,동해삼척태백축협하나로마트천곡점,강진혁,2,0,2500,65
2023-11-17,444,444,21:19:45,뉴롤리폴리,강릉농협하나로마트사업소,갈재빈,2,0,1000,79
2023-11-17,445,445,21:20:39,티피,강원양돈농협 본점하나로마트,간채민,2,0,700,71
2023-11-19,446,446,21:24:52,은단청후레쉬,동해농협하나로마트송정점,강준혁,2,0,3000,62
2023-11-21,447,447,21:25:18,인디고,동해농협하나로마트북삼점,강지호,2,0,2500,88
2023-11-22,448,448,21:29:26,연양갱,강릉농협하나로마트왕산점,강송빈,2,0,500,73
2023-11-22,449,449,21:32:24,버터링,동해농협하나로마트천곡점,강현호,2,0,1000,51
2023-11-25,450,450,21:32:59,에이스(소),동해삼척태백축협하나로마트제2판매장,견장혁,2,0,700,65
2023-11-25,451,451,21:34:12,샤브레,강릉농협하나로편의점,감선우,2,0,1200,71
2023-11-26,452,452,21:35:49,신라면큰사발,묵호농협하나로마트부곡점,강준후,2,0,900,79
2023-11-26,453,453,21:44:59,자유시간,거진농협하나로마트현내점,강이준,2,0,500,56
2023-11-26,454,454,21:48:40,샤브레,강릉농협하나로편의점,감선우,2,0,1200,81
2023-12-01,455,455,21:55:56,땅콩그래,동해농협하나로마트사업소,강채민,2,0,1000,66
2023-12-01,456,456,21:57:51,연양갱,금강농협하나로마트본점,강윤찬,2,0,500,59
2023-12-01,457,457,21:59:15,인디고,삼척농협하나로마트하장점,견효찬,2,0,2500,74
2023-12-02,458,458,22:03:01,바밤바,동해농협하나로마트사업소,강채민,2,0,500,93
2023-12-02,459,459,22:04:12,부라보(바닐라),삼척농협하나로마트정라점,견선후,2,0,1000,83
2023-12-03,460,460,22:05:52,헬로엔요190ml,동해농협하나로마트송정점,강준혁,2,0,1000,90
2023-12-03,461,461,22:10:18,부라보(초코),근덕농협하나로마트본점,경우준,2,0,1000,63
2023-12-04,462,462,22:11:26,타임리스타임(갑),강릉원예농협 금학지점,가지민,2,0,2300,89
2023-12-04,463,463,22:16:56,땅콩그래,삼척농협하나로마트정라점,견선후,2,0,1000,67
2023-12-04,464,464,22:25:24,쌍쌍바,동해삼척태백축협하나로마트본점,견준상,2,0,700,85
2023-12-05,465,465,22:26:03,요플레딸기100g,강릉원예농협 금학지점,가지민,2,0,700,76
2023-12-05,466,466,22:28:55,심플(갑),강릉농협하나로마트 포남점,갈찬우,2,0,2300,84
2023-12-06,467,467,22:36:00,햇쌀,금강농협하나로마트본점,강윤찬,2,0,2000,57
2023-12-06,468,468,22:37:13,오예스브라우니,토성농협하나로마트백촌점,강장우,2,0,1000,88
2023-12-07,469,469,22:39:08,뉴롤리폴리,강릉농협하나로마트왕산점,강송빈,1,655,0,90
2023-12-08,470,470,22:40:02,디스플러스(갑),금강농협하나로마트죽왕점,강준일,1,1549,0,84
2023-12-08,471,471,22:40:41,신라면큰사발,강원양돈농협 대학로하나로마트,갈준아,1,532,0,81
2023-12-08,472,472,22:41:36,바밤바,강릉농협하나로마트 포남점,갈찬우,1,274,0,50
2023-12-09,473,473,22:41:39,미사랑,강릉농협하나로마트구정점,강영찬,1,655,0,92
2023-12-09,474,474,22:50:19,에쎄클래식,강원양돈농협성덕하나로마트,갈성원,1,1844,0,83
2023-12-10,475,475,22:51:04,티피500,묵호농협하나로마트본점,강진영,1,327,0,72
2023-12-11,476,476,22:55:19,자연애통밀,삼척농협하나로마트미로점,경동율,1,786,0,86
2023-12-11,477,477,22:57:58,미니자유시간,금강농협하나로마트죽왕점,강준일,1,1311,0,58
2023-12-11,478,478,23:09:55,초코픽,거진농협하나로마트현내점,강이준,1,524,0,93
2023-12-11,479,479,23:11:31,쌍쌍바,강원양돈농협주문진하나로마트,가시빈,1,384,0,59
2023-12-12,480,480,23:25:20,화이트엔젤큐티,강릉농협하나로마트 임당점,감도원,1,983,0,60
2023-12-13,481,481,23:26:33,오미오미누룽지,거진농협하나로마트본점,강윤채,1,655,0,52
2023-12-14,482,482,23:28:11,햇쌀,강릉축협하나로마트성남점,가지민,1,1311,0,53
2023-12-15,483,483,23:29:34,오예스브라우니,거진농협하나로마트현내점,강이준,1,655,0,93
2023-12-16,484,484,23:30:26,입안가득초코칩,원덕농협하나로마트본점,개성현,1,983,0,73
2023-12-16,485,485,23:31:00,초코픽,동해농협하나로마트북삼점,강지호,1,524,0,57
2023-12-17,486,486,23:31:16,순두유230ml,동해농협하나로마트북삼점,강지호,1,614,0,59
2023-12-17,487,487,23:34:35,신라면큰사발,강원양돈농협성덕하나로마트,갈성원,1,532,0,65
2023-12-18,488,488,23:34:58,빅썬사과,거진농협하나로마트현내점,강이준,1,213,0,97
2023-12-19,489,489,23:36:23,브라우니,동해삼척태백축협하나로마트본점,견준상,1,655,0,92
2023-12-21,490,490,23:39:20,부라보(초코),원덕농협하나로마트본점,개성현,1,549,0,52
2023-12-21,491,491,23:42:32,땅콩그래,거진농협하나로마트본점,강윤채,1,655,0,50
2023-12-22,492,492,23:44:25,바밤바,북강릉농협하나로마트연곡점,강연호,1,274,0,73
2023-12-22,493,493,23:44:49,미니자유시간,삼척농협하나로마트하장점,견효찬,1,1311,0,67
2023-12-23,494,494,23:47:49,헬로엔요190ml,강릉농협하나로마트왕산점,강송빈,1,368,0,65
2023-12-24,495,495,23:51:31,후렌치파이딸기,강릉농협하나로마트 임당점,감도원,1,1639,0,51
2023-12-24,496,496,23:55:33,요플레딸기100g,강원양돈농협 대학로하나로마트,갈준아,1,315,0,55
2023-12-25,497,497,23:57:54,에이스(소),강릉농협하나로마트강동점,강원일,1,459,0,91
2023-12-26,498,498,23:58:07,입안가득초코칩,강릉농협하나로마트성산점,강승완,1,983,0,73
2023-12-28,499,499,23:59:32,디스플러스(갑),강릉사천농협하나로마트본점,강원일,1,1549,0,85
2023-12-29,500,500,23:59:34,(신)허쉬드링크,금강농협하나로마트송암점,강재혁,1,393,0,89
